,Model,Publication Year,Research Areas
35783,SeNet,2019,Engineering
35784,SeNet,2019,Robotics
35785,SeNet,2022,Computer Science
35786,SeNet,2020,Automation & Control Systems
35787,SeNet,2020,Computer Science
35788,SeNet,2020,Robotics
35789,SeNet,2022,Computer Science
35790,SeNet,2021,Computer Science
35791,SeNet,2021,Engineering
35792,SeNet,2021,Robotics
35793,SeNet,2021,Telecommunications
35794,SeNet,2021,Automation & Control Systems
35795,SeNet,2021,Computer Science
35796,SeNet,2021,Engineering
35797,SeNet,2021,Mathematics
35798,SeNet,2022,Instruments & Instrumentation
35799,SeNet,2019,Oncology
35800,SeNet,2019,Others
35801,SeNet,2021,Automation & Control Systems
35802,SeNet,2021,Computer Science
35803,SeNet,2022,Computer Science
35804,SeNet,2022,Engineering
35805,SeNet,2021,Engineering
35806,SeNet,2021,Mathematics
35807,SeNet,2022,Construction & Building Technology
35808,SeNet,2022,Engineering
35809,SeNet,2022,Instruments & Instrumentation
35810,SeNet,2020,Computer Science
35811,SeNet,2020,Optics
35812,SeNet,2020,Imaging Science & Photographic Technology
35813,SeNet,2020,Computer Science
35814,SeNet,2020,Engineering
35815,SeNet,2021,Computer Science
35816,SeNet,2021,Materials Science
35817,SeNet,2022,Science & Technology - Other Topics
35818,SeNet,2022,Environmental Sciences & Ecology
35819,SeNet,2020,Computer Science
35820,SeNet,2020,Engineering
35821,SeNet,2020,Telecommunications
35822,SeNet,2019,Computer Science
35823,SeNet,2019,Engineering
35824,SeNet,2019,Telecommunications
35825,SeNet,2020,Computer Science
35826,SeNet,2020,Instruments & Instrumentation
35827,SeNet,2020,Imaging Science & Photographic Technology
35828,SeNet,2021,Computer Science
35829,SeNet,2021,Engineering
35830,SeNet,2018,Computer Science
35831,SeNet,2018,Engineering
35832,SeNet,2021,Computer Science
35833,SeNet,2022,Chemistry
35834,SeNet,2022,Engineering
35835,SeNet,2022,Materials Science
35836,SeNet,2022,Physics
35837,SeNet,2022,Environmental Sciences & Ecology
35838,SeNet,2022,Geology
35839,SeNet,2022,Remote Sensing
35840,SeNet,2022,Imaging Science & Photographic Technology
35841,SeNet,2021,Others
35842,SeNet,2021,Computer Science
35843,SeNet,2019,Computer Science
35844,SeNet,2019,Engineering
35845,SeNet,2019,Telecommunications
35846,SeNet,2020,Computer Science
35847,SeNet,2022,Automation & Control Systems
35848,SeNet,2022,Robotics
35849,SeNet,2021,Mathematics
35850,SeNet,2021,Physics
35851,SeNet,2017,Acoustics
35852,SeNet,2017,Engineering
35853,SeNet,2022,Oncology
35854,SeNet,2017,Computer Science
35855,SeNet,2017,Imaging Science & Photographic Technology
35856,SeNet,2020,Computer Science
35857,SeNet,2020,Engineering
35858,SeNet,2020,Transportation
35859,SeNet,2017,Engineering
35860,SeNet,2017,Telecommunications
35861,SeNet,2020,Engineering
35862,SeNet,2020,Others
35863,SeNet,2020,Computer Science
35864,SeNet,2020,Engineering
35865,SeNet,2017,Engineering
35866,SeNet,2017,Telecommunications
35867,SeNet,2022,Computer Science
35868,SeNet,2022,Engineering
35869,SeNet,2022,Physics
35870,SeNet,2022,Computer Science
35871,SeNet,2022,Engineering
35872,SeNet,2022,Computer Science
35873,SeNet,2022,Engineering
35874,SeNet,2020,Instruments & Instrumentation
35875,SeNet,2020,Materials Science
35876,SeNet,2016,Engineering
35877,SeNet,2016,Optics
35878,SeNet,2020,Computer Science
35879,SeNet,2020,Engineering
35880,SeNet,2022,Environmental Sciences & Ecology
35881,SeNet,2022,Others
35882,SeNet,2022,Others
35883,SeNet,2020,Computer Science
35884,SeNet,2022,Computer Science
35885,SeNet,2021,Computer Science
35886,SeNet,2022,Computer Science
35887,SeNet,2022,Instruments & Instrumentation
35888,SeNet,2022,Physics
35889,SeNet,2019,Computer Science
35890,SeNet,2019,Computer Science
35891,SeNet,2019,Telecommunications
35892,SeNet,2021,Computer Science
35893,SeNet,2021,Imaging Science & Photographic Technology
35894,SeNet,2020,Computer Science
35895,SeNet,2020,Mathematics
35896,SeNet,2021,Chemistry
35897,SeNet,2021,Engineering
35898,SeNet,2021,Materials Science
35899,SeNet,2021,Physics
35900,SeNet,2021,Computer Science
35901,SeNet,2021,Chemistry
35902,SeNet,2021,Engineering
35903,SeNet,2021,Materials Science
35904,SeNet,2021,Physics
35905,SeNet,2021,Computer Science
35906,SeNet,2021,Engineering
35907,SeNet,2021,Telecommunications
35908,SeNet,2019,Computer Science
35909,SeNet,2019,Engineering
35910,SeNet,2022,Computer Science
35911,SeNet,2022,Engineering
35912,SeNet,2020,Computer Science
35913,SeNet,2020,Engineering
35914,SeNet,2017,Automation & Control Systems
35915,SeNet,2017,Engineering
35916,SeNet,2021,Computer Science
35917,SeNet,2021,Engineering
35918,SeNet,2021,Computer Science
35919,SeNet,2021,Engineering
35920,SeNet,2021,Physics
35921,SeNet,2020,Computer Science
35922,SeNet,2020,Engineering
35923,SeNet,2020,Imaging Science & Photographic Technology
35924,SeNet,2019,Computer Science
35925,SeNet,Before 2000,Others
35926,SeNet,2020,Computer Science
35927,SeNet,2019,Automation & Control Systems
35928,SeNet,2022,Computer Science
35929,SeNet,2022,Materials Science
35930,SeNet,2021,Computer Science
35931,SeNet,2021,Health Care Sciences & Services
35932,SeNet,2022,General & Internal Medicine
35933,SeNet,2021,Computer Science
35934,SeNet,2021,Materials Science
35935,SeNet,2018,Engineering
35936,SeNet,2017,Computer Science
35937,SeNet,2017,Engineering
35938,SeNet,2017,Imaging Science & Photographic Technology
35939,SeNet,2022,Education & Educational Research
35940,SeNet,2018,Computer Science
35941,SeNet,2021,Computer Science
35942,SeNet,2021,Engineering
35943,SeNet,2021,Computer Science
35944,SeNet,2022,Geochemistry & Geophysics
35945,SeNet,2022,Computer Science
35946,SeNet,2022,Neurosciences & Neurology
35947,SeNet,2020,Automation & Control Systems
35948,SeNet,2019,Engineering
35949,SeNet,2019,"Radiology, Nuclear Medicine & Medical Imaging"
35950,SeNet,2021,Engineering
35951,SeNet,2021,Telecommunications
35952,SeNet,2022,Geochemistry & Geophysics
35953,SeNet,2022,Engineering
35954,SeNet,2022,Remote Sensing
35955,SeNet,2022,Imaging Science & Photographic Technology
35956,SeNet,2019,Computer Science
35957,SeNet,2019,Engineering
35958,SeNet,2020,Computer Science
35959,SeNet,2020,Engineering
35960,SeNet,2020,Computer Science
35961,SeNet,2020,Engineering
35962,SeNet,2020,Telecommunications
35963,SeNet,2021,General & Internal Medicine
35964,SeNet,2020,Computer Science
35965,SeNet,2020,Imaging Science & Photographic Technology
35966,SeNet,2021,Computer Science
35967,SeNet,2021,Materials Science
35968,SeNet,2020,Computer Science
35969,SeNet,2018,Optics
35970,SeNet,2018,"Radiology, Nuclear Medicine & Medical Imaging"
35971,SeNet,2022,Computer Science
35972,SeNet,2022,Computer Science
35973,SeNet,2022,Mathematics
35974,SeNet,2018,Computer Science
35975,SeNet,2017,Acoustics
35976,SeNet,2017,Engineering
35977,SeNet,2018,Computer Science
35978,SeNet,2022,Computer Science
35979,SeNet,2019,Computer Science
35980,SeNet,2021,Geology
35981,SeNet,2021,Others
35982,SeNet,2021,Others
35983,SeNet,2021,Automation & Control Systems
35984,SeNet,2021,Computer Science
35985,SeNet,2021,Computer Science
35986,SeNet,2021,Engineering
35987,SeNet,2021,Telecommunications
35988,SeNet,2022,Computer Science
35989,SeNet,2022,Materials Science
35990,SeNet,2017,Engineering
35991,SeNet,2022,Computer Science
35992,SeNet,2022,Engineering
35993,SeNet,2022,Computer Science
35994,SeNet,2020,Computer Science
35995,SeNet,2020,Engineering
35996,SeNet,2022,Environmental Sciences & Ecology
35997,SeNet,2022,Geology
35998,SeNet,2022,Remote Sensing
35999,SeNet,2022,Imaging Science & Photographic Technology
36000,SeNet,2021,Medical Informatics
36001,SeNet,2019,Geology
36002,SeNet,2019,Remote Sensing
36003,SeNet,2022,Chemistry
36004,SeNet,2022,Engineering
36005,SeNet,2022,Instruments & Instrumentation
36006,SeNet,2021,Computer Science
36007,SeNet,2020,Agriculture
36008,SeNet,2020,Computer Science
36009,SeNet,2022,Computer Science
36010,SeNet,2021,Engineering
36011,SeNet,2021,Medical Informatics
36012,SeNet,2022,Environmental Sciences & Ecology
36013,SeNet,2021,Engineering
36014,SeNet,2021,Operations Research & Management Science
36015,SeNet,2021,Mathematics
36016,SeNet,2020,Engineering
36017,SeNet,2022,Engineering
36018,SeNet,2022,"Radiology, Nuclear Medicine & Medical Imaging"
36019,SeNet,2019,Engineering
36020,SeNet,2021,Automation & Control Systems
36021,SeNet,2021,Engineering
36022,SeNet,2021,Robotics
36023,SeNet,2018,Computer Science
36024,SeNet,2018,Engineering
36025,SeNet,2018,Robotics
36026,SeNet,2021,Computer Science
36027,SeNet,2020,Agriculture
36028,SeNet,2020,Computer Science
36029,SeNet,2022,Computer Science
36030,SeNet,2017,Remote Sensing
36031,SeNet,2017,Optics
36032,SeNet,2017,Imaging Science & Photographic Technology
36033,SeNet,2020,Computer Science
36034,SeNet,2020,Engineering
36035,SeNet,2020,Telecommunications
36036,SeNet,2021,Imaging Science & Photographic Technology
36037,SeNet,2022,Computer Science
36038,SeNet,2021,Computer Science
36039,SeNet,2021,Engineering
36040,SeNet,2020,Engineering
36041,SeNet,2020,Physical Geography
36042,SeNet,2020,Remote Sensing
36043,SeNet,2020,Imaging Science & Photographic Technology
36044,SeNet,2019,Computer Science
36045,SeNet,2017,Computer Science
36046,SeNet,2017,Engineering
36047,SeNet,2019,Computer Science
36048,SeNet,2020,Computer Science
36049,SeNet,2020,Others
36050,SeNet,2020,"Radiology, Nuclear Medicine & Medical Imaging"
36051,SeNet,2020,Engineering
36052,SeNet,2021,Chemistry
36053,SeNet,2021,Engineering
36054,SeNet,2021,Materials Science
36055,SeNet,2021,Physics
36056,SeNet,2021,Computer Science
36057,SeNet,2019,Computer Science
36058,SeNet,2021,Engineering
36059,SeNet,2019,Computer Science
36060,SeNet,2019,Engineering
36061,SeNet,2022,Computer Science
36062,SeNet,2018,Imaging Science & Photographic Technology
36063,SeNet,2018,Computer Science
36064,SeNet,2018,Engineering
36065,SeNet,2022,Computer Science
36066,SeNet,2018,Engineering
36067,SeNet,2018,Instruments & Instrumentation
36068,SeNet,2018,Physics
36069,SeNet,2019,Engineering
36070,SeNet,2019,Engineering
36071,SeNet,2019,Instruments & Instrumentation
36072,SeNet,2019,Physics
36073,SeNet,2021,Computer Science
36074,SeNet,2022,Computer Science
36075,SeNet,2022,Science & Technology - Other Topics
36076,SeNet,2022,Engineering
36077,SeNet,2015,Others
36078,SeNet,2022,Others
36079,SeNet,2021,Mathematical & Computational Biology
36080,SeNet,2021,Computer Science
36081,SeNet,2021,Telecommunications
36082,SeNet,2022,General & Internal Medicine
36083,SeNet,2022,Engineering
36084,SeNet,2022,Others
36085,SeNet,2022,Materials Science
36086,SeNet,2017,Engineering
36087,SeNet,2017,Imaging Science & Photographic Technology
36088,SeNet,2017,"Radiology, Nuclear Medicine & Medical Imaging"
36089,SeNet,2018,Construction & Building Technology
36090,SeNet,2018,Engineering
36091,SeNet,2019,Automation & Control Systems
36092,SeNet,2019,Computer Science
36093,SeNet,2019,Robotics
36094,SeNet,2021,Computer Science
36095,SeNet,2020,Engineering
36096,SeNet,2018,Automation & Control Systems
36097,SeNet,2018,Computer Science
36098,SeNet,2018,Telecommunications
36099,SeNet,2021,Chemistry
36100,SeNet,2021,Engineering
36101,SeNet,2021,Instruments & Instrumentation
36102,SeNet,2019,Computer Science
36103,SeNet,2019,Imaging Science & Photographic Technology
36104,SeNet,2022,Computer Science
36105,SeNet,2022,Engineering
36106,SeNet,2022,Telecommunications
36107,SeNet,2023,Computer Science
36108,SeNet,2019,Computer Science
36109,SeNet,2019,Engineering
36110,SeNet,2020,Computer Science
36111,SeNet,2020,Engineering
36112,SeNet,2020,Telecommunications
36113,SeNet,2016,Others
36114,SeNet,2022,"Radiology, Nuclear Medicine & Medical Imaging"
36115,SeNet,2022,Computer Science
36116,SeNet,2022,Materials Science
36117,SeNet,2022,Computer Science
36118,SeNet,2021,Chemistry
36119,SeNet,2021,Engineering
36120,SeNet,2021,Instruments & Instrumentation
36121,SeNet,2021,Chemistry
36122,SeNet,2021,Engineering
36123,SeNet,2021,Materials Science
36124,SeNet,2021,Physics
36125,SeNet,2019,Computer Science
36126,SeNet,2019,Engineering
36127,SeNet,2019,Telecommunications
36128,SeNet,2021,Computer Science
36129,SeNet,2022,Oncology
36130,SeNet,2019,Computer Science
36131,SeNet,2018,Optics
36132,SeNet,2018,Imaging Science & Photographic Technology
36133,SeNet,2022,Computer Science
36134,SeNet,2020,Computer Science
36135,SeNet,2022,Computer Science
36136,SeNet,2022,Engineering
36137,SeNet,2019,Computer Science
36138,SeNet,2019,Optics
36139,SeNet,2019,Imaging Science & Photographic Technology
36140,SeNet,2021,Chemistry
36141,SeNet,2021,Engineering
36142,SeNet,2021,Instruments & Instrumentation
36143,SeNet,2021,Automation & Control Systems
36144,SeNet,2021,Engineering
36145,SeNet,2021,Operations Research & Management Science
36146,SeNet,2021,Robotics
36147,SeNet,2021,Agriculture
36148,SeNet,2018,Engineering
36149,SeNet,2018,Optics
36150,SeNet,2018,Imaging Science & Photographic Technology
36151,SeNet,2021,Computer Science
36152,SeNet,2021,Engineering
36153,SeNet,2021,Telecommunications
36154,SeNet,2021,Computer Science
36155,SeNet,2022,Computer Science
36156,SeNet,2022,Agriculture
36157,SeNet,2021,Computer Science
36158,SeNet,2022,Computer Science
36159,SeNet,2022,Computer Science
36160,SeNet,2022,Engineering
36161,SeNet,2022,Mathematics
36162,SeNet,2021,Engineering
36163,SeNet,2022,Computer Science
36164,SeNet,2018,Computer Science
36165,SeNet,2019,"Radiology, Nuclear Medicine & Medical Imaging"
36166,SeNet,2021,Computer Science
36167,SeNet,2021,Engineering
36168,SeNet,2018,Computer Science
36169,SeNet,2019,Computer Science
36170,SeNet,2019,Operations Research & Management Science
36171,SeNet,2016,Engineering
36172,SeNet,2020,Computer Science
36173,SeNet,2020,Engineering
36174,SeNet,2019,Computer Science
36175,SeNet,2016,Geochemistry & Geophysics
36176,SeNet,2022,Computer Science
36177,SeNet,2020,Others
36178,SeNet,2018,Computer Science
36179,SeNet,2018,Engineering
36180,SeNet,2017,Computer Science
36181,SeNet,2018,Computer Science
36182,SeNet,2021,Others
36183,SeNet,Before 2000,Geochemistry & Geophysics
36184,SeNet,2018,Computer Science
36185,SeNet,2018,Engineering
36186,SeNet,2022,Computer Science
36187,SeNet,2021,Oncology
36188,SeNet,2021,Others
36189,SeNet,2022,Mathematical & Computational Biology
36190,SeNet,2022,Biochemistry & Molecular Biology
36191,SeNet,2022,Others
36192,SeNet,2015,Geology
36193,SeNet,2021,General & Internal Medicine
36194,SeNet,2021,Mathematical & Computational Biology
36195,SeNet,2021,Neurosciences & Neurology
36196,SeNet,2021,Computer Science
36197,SeNet,2021,Engineering
36198,SeNet,2021,Telecommunications
36199,SeNet,2019,Computer Science
36200,SeNet,2019,Optics
36201,SeNet,2019,Science & Technology - Other Topics
36202,SeNet,2018,Science & Technology - Other Topics
36203,SeNet,2018,Automation & Control Systems
36204,SeNet,2018,Computer Science
36205,SeNet,2019,Geochemistry & Geophysics
36206,SeNet,2021,Agriculture
36207,SeNet,2017,Computer Science
36208,SeNet,2017,Engineering
36209,SeNet,2018,Computer Science
36210,SeNet,2018,Engineering
36211,SeNet,2018,Imaging Science & Photographic Technology
36212,SeNet,2021,Computer Science
36213,SeNet,2021,Engineering
36214,SeNet,2021,Agriculture
36215,SeNet,2021,Others
36216,SeNet,2022,Science & Technology - Other Topics
36217,SeNet,2022,Computer Science
36218,SeNet,2022,Engineering
36219,SeNet,2022,Imaging Science & Photographic Technology
36220,SeNet,2019,"Radiology, Nuclear Medicine & Medical Imaging"
36221,SeNet,2022,"Radiology, Nuclear Medicine & Medical Imaging"
36222,SeNet,2020,Automation & Control Systems
36223,SeNet,2020,Computer Science
36224,SeNet,2017,Chemistry
36225,SeNet,2017,Science & Technology - Other Topics
36226,SeNet,2017,Materials Science
36227,SeNet,2017,Physics
36228,SeNet,2021,Computer Science
36229,SeNet,2021,Engineering
36230,SeNet,2021,Telecommunications
36231,SeNet,2022,"Radiology, Nuclear Medicine & Medical Imaging"
36232,SeNet,2022,Computer Science
36233,SeNet,2022,Telecommunications
36234,SeNet,2020,Computer Science
36235,SeNet,2020,Engineering
36236,SeNet,2018,Computer Science
36237,SeNet,2021,Engineering
36238,SeNet,2021,Optics
36239,SeNet,2021,Imaging Science & Photographic Technology
36240,SeNet,2016,Computer Science
36241,SeNet,2016,Engineering
36242,SeNet,2022,Computer Science
36243,SeNet,2019,"Radiology, Nuclear Medicine & Medical Imaging"
36244,SeNet,2017,Computer Science
36245,SeNet,2022,Computer Science
36246,SeNet,2022,Engineering
36247,SeNet,2021,Computer Science
36248,SeNet,2021,Computer Science
36249,SeNet,2021,Engineering
36250,SeNet,2021,Imaging Science & Photographic Technology
36251,SeNet,2021,Telecommunications
36252,SeNet,2019,Engineering
36253,SeNet,2019,Optics
36254,SeNet,2019,Imaging Science & Photographic Technology
36255,SeNet,2017,Computer Science
36256,SeNet,2017,Imaging Science & Photographic Technology
36257,SeNet,2020,Automation & Control Systems
36258,SeNet,2015,Geochemistry & Geophysics
36259,SeNet,2015,Others
36260,SeNet,2015,Remote Sensing
36261,SeNet,2020,Optics
36262,SeNet,2020,Agriculture
36263,SeNet,2020,Computer Science
36264,SeNet,2019,Geochemistry & Geophysics
36265,SeNet,2019,Engineering
36266,SeNet,2019,Remote Sensing
36267,SeNet,2019,Imaging Science & Photographic Technology
36268,SeNet,2020,Computer Science
36269,SeNet,2020,Engineering
36270,SeNet,2018,Computer Science
36271,SeNet,2018,Imaging Science & Photographic Technology
36272,SeNet,2018,Computer Science
36273,SeNet,2015,Science & Technology - Other Topics
36274,SeNet,2022,Computer Science
36275,SeNet,2020,General & Internal Medicine
36276,SeNet,2022,Geochemistry & Geophysics
36277,SeNet,2022,Others
36278,SeNet,2022,Remote Sensing
36279,SeNet,2021,Engineering
36280,SeNet,2020,Computer Science
36281,SeNet,2020,Engineering
36282,SeNet,2020,Imaging Science & Photographic Technology
36283,SeNet,2016,Computer Science
36284,SeNet,2017,Computer Science
36285,SeNet,2017,Engineering
36286,SeNet,2017,Telecommunications
36287,SeNet,2021,Computer Science
36288,SeNet,2020,Physics
36289,SeNet,2017,Agriculture
36290,SeNet,2017,Computer Science
36291,SeNet,2017,Computer Science
36292,SeNet,2017,Engineering
36293,SeNet,2022,Computer Science
36294,SeNet,2022,Engineering
36295,SeNet,2018,Computer Science
36296,SeNet,2018,Engineering
36297,SeNet,2019,Health Care Sciences & Services
36298,SeNet,2019,Medical Informatics
36299,SeNet,Before 2000,Computer Science
36300,SeNet,2021,Computer Science
36301,SeNet,2021,Engineering
36302,SeNet,2021,Computer Science
36303,SeNet,2021,Engineering
36304,SeNet,2021,Telecommunications
36305,SeNet,2019,Computer Science
36306,SeNet,2019,Others
36307,SeNet,2019,Imaging Science & Photographic Technology
36308,SeNet,2019,Computer Science
36309,SeNet,2019,Engineering
36310,SeNet,2019,Imaging Science & Photographic Technology
36311,SeNet,2022,Computer Science
36312,SeNet,2022,Computer Science
36313,SeNet,2022,Engineering
36314,SeNet,2022,Telecommunications
36315,SeNet,2021,Computer Science
36316,SeNet,2021,Engineering
36317,SeNet,2021,Telecommunications
36318,SeNet,2020,Computer Science
36319,SeNet,2020,Computer Science
36320,SeNet,2020,Environmental Sciences & Ecology
36321,SeNet,2020,Geology
36322,SeNet,2020,Remote Sensing
36323,SeNet,2020,Imaging Science & Photographic Technology
36324,SeNet,2022,Computer Science
36325,SeNet,2022,Engineering
36326,SeNet,2022,Computer Science
36327,SeNet,2022,Engineering
36328,SeNet,2021,Computer Science
36329,SeNet,2021,Engineering
36330,SeNet,2021,Operations Research & Management Science
36331,SeNet,2019,"Radiology, Nuclear Medicine & Medical Imaging"
36332,SeNet,2020,Computer Science
36333,SeNet,2020,Engineering
36334,SeNet,2022,Computer Science
36335,SeNet,2022,Neurosciences & Neurology
36336,SeNet,2021,Optics
36337,SeNet,2021,Computer Science
36338,SeNet,2021,Engineering
36339,SeNet,2021,Telecommunications
36340,SeNet,2021,Computer Science
36341,SeNet,2021,Engineering
36342,SeNet,2021,Robotics
36343,SeNet,2021,Telecommunications
36344,SeNet,2019,Engineering
36345,SeNet,2021,Computer Science
36346,SeNet,2021,Engineering
36347,SeNet,2021,Physics
36348,SeNet,2020,Computer Science
36349,SeNet,2020,Engineering
36350,SeNet,2021,Geochemistry & Geophysics
36351,SeNet,2021,Others
36352,SeNet,2021,Remote Sensing
36353,SeNet,2021,"Radiology, Nuclear Medicine & Medical Imaging"
36354,SeNet,2022,Others
36355,SeNet,2022,Others
36356,SeNet,2021,Computer Science
36357,SeNet,2018,Engineering
36358,SeNet,2018,Telecommunications
36359,SeNet,2021,Computer Science
36360,SeNet,2020,Computer Science
36361,SeNet,2020,Engineering
36362,SeNet,2021,Others
36363,SeNet,2021,Computer Science
36364,SeNet,2021,Education & Educational Research
36365,SeNet,2020,Computer Science
36366,SeNet,2020,Telecommunications
36367,SeNet,2019,Computer Science
36368,SeNet,2022,Computer Science
36369,SeNet,2022,Engineering
36370,SeNet,2022,Telecommunications
36371,SeNet,2021,Computer Science
36372,SeNet,2021,Engineering
36373,SeNet,2021,Science & Technology - Other Topics
36374,SeNet,2017,Computer Science
36375,SeNet,2017,Engineering
36376,SeNet,2017,Imaging Science & Photographic Technology
36377,SeNet,2021,Automation & Control Systems
36378,SeNet,2020,Computer Science
36379,SeNet,2020,Computer Science
36380,SeNet,2020,Engineering
36381,SeNet,2018,Computer Science
36382,SeNet,2018,Imaging Science & Photographic Technology
36383,SeNet,2020,Computer Science
36384,SeNet,2019,Computer Science
36385,SeNet,2019,Engineering
36386,SeNet,2019,Optics
36387,SeNet,2022,Computer Science
36388,SeNet,2022,Materials Science
36389,SeNet,2021,Computer Science
36390,SeNet,2021,Robotics
36391,SeNet,2021,Neurosciences & Neurology
36392,SeNet,2022,Engineering
36393,SeNet,2021,Engineering
36394,SeNet,2021,Optics
36395,SeNet,2021,Imaging Science & Photographic Technology
36396,SeNet,2021,Computer Science
36397,SeNet,2021,Engineering
36398,SeNet,2021,Chemistry
36399,SeNet,2021,Engineering
36400,SeNet,2021,Instruments & Instrumentation
36401,SeNet,2022,Computer Science
36402,SeNet,2022,Engineering
36403,SeNet,2022,Telecommunications
36404,SeNet,2021,Chemistry
36405,SeNet,2021,Engineering
36406,SeNet,2021,Instruments & Instrumentation
36407,SeNet,2020,Engineering
36408,SeNet,2021,Others
36409,SeNet,2021,Computer Science
36410,SeNet,2021,Engineering
36411,SeNet,2021,Computer Science
36412,SeNet,Before 2000,Chemistry
36413,SeNet,Before 2000,Others
36414,SeNet,2018,Engineering
36415,SeNet,2018,Telecommunications
36416,SeNet,2019,Agriculture
36417,SeNet,2019,Computer Science
36418,SeNet,2021,General & Internal Medicine
36419,SeNet,2021,Acoustics
36420,SeNet,2021,Others
36421,SeNet,2020,Computer Science
36422,SeNet,2020,Instruments & Instrumentation
36423,SeNet,2020,Imaging Science & Photographic Technology
36424,SeNet,2022,Automation & Control Systems
36425,SeNet,2022,Engineering
36426,SeNet,2020,Computer Science
36427,SeNet,2020,Computer Science
36428,SeNet,2021,Chemistry
36429,SeNet,2021,Engineering
36430,SeNet,2021,Instruments & Instrumentation
36431,SeNet,2018,Computer Science
36432,SeNet,2018,Engineering
36433,SeNet,2018,Imaging Science & Photographic Technology
36434,SeNet,2019,Computer Science
36435,SeNet,2019,Engineering
36436,SeNet,2019,Science & Technology - Other Topics
36437,SeNet,2019,Others
36438,SeNet,2021,Environmental Sciences & Ecology
36439,SeNet,2021,Geology
36440,SeNet,2021,Remote Sensing
36441,SeNet,2021,Imaging Science & Photographic Technology
36442,SeNet,2020,Engineering
36443,SeNet,2020,Optics
36444,SeNet,2020,"Radiology, Nuclear Medicine & Medical Imaging"
36445,SeNet,2017,Computer Science
36446,SeNet,2022,Engineering
36447,SeNet,2021,Chemistry
36448,SeNet,2021,Engineering
36449,SeNet,2021,Instruments & Instrumentation
36450,SeNet,2022,Materials Science
36451,SeNet,2022,Chemistry
36452,SeNet,2022,Engineering
36453,SeNet,2022,Instruments & Instrumentation
36454,SeNet,2021,Computer Science
36455,SeNet,2021,Engineering
36456,SeNet,2018,Computer Science
36457,SeNet,2022,Computer Science
36458,SeNet,2020,Engineering
36459,SeNet,2020,Instruments & Instrumentation
36460,SeNet,2018,Engineering
36461,SeNet,2018,Telecommunications
36462,SeNet,2019,Engineering
36463,SeNet,2019,Computer Science
36464,SeNet,2019,Engineering
36465,SeNet,2019,Engineering
36466,SeNet,2019,Optics
36467,SeNet,2011,Geochemistry & Geophysics
36468,SeNet,2019,Engineering
36469,SeNet,2020,Computer Science
36470,SeNet,2020,Optics
36471,SeNet,2020,Imaging Science & Photographic Technology
36472,SeNet,2022,Computer Science
36473,SeNet,2020,Computer Science
36474,SeNet,2020,Optics
36475,SeNet,2020,Imaging Science & Photographic Technology
36476,SeNet,2021,Computer Science
36477,SeNet,2021,Computer Science
36478,SeNet,2021,Engineering
36479,SeNet,2021,Operations Research & Management Science
36480,SeNet,2021,Computer Science
36481,SeNet,2021,Engineering
36482,SeNet,2022,Energy & Fuels
36483,SeNet,2020,Automation & Control Systems
36484,SeNet,2020,Computer Science
36485,SeNet,2020,Engineering
36486,SeNet,2020,Computer Science
36487,SeNet,2020,Engineering
36488,SeNet,2018,Computer Science
36489,SeNet,2018,Imaging Science & Photographic Technology
36490,SeNet,2018,Automation & Control Systems
36491,SeNet,2018,Engineering
36492,SeNet,2022,Computer Science
36493,SeNet,2022,Neurosciences & Neurology
36494,SeNet,2022,Mathematical & Computational Biology
36495,SeNet,2021,Computer Science
36496,SeNet,2021,Telecommunications
36497,SeNet,2015,Engineering
36498,SeNet,2015,Others
36499,SeNet,2021,Computer Science
36500,SeNet,2019,Computer Science
36501,SeNet,2019,Telecommunications
36502,SeNet,2019,Computer Science
36503,SeNet,2019,Engineering
36504,SeNet,2019,Telecommunications
36505,SeNet,2020,Computer Science
36506,SeNet,2020,Engineering
36507,SeNet,2020,Mathematics
36508,SeNet,2020,Telecommunications
36509,SeNet,2017,Computer Science
36510,SeNet,2017,Imaging Science & Photographic Technology
36511,SeNet,2019,Computer Science
36512,SeNet,2022,Health Care Sciences & Services
36513,SeNet,2021,Computer Science
36514,SeNet,2019,Engineering
36515,SeNet,2017,Computer Science
36516,SeNet,2017,Engineering
36517,SeNet,2020,Optics
36518,SeNet,2019,Computer Science
36519,SeNet,2019,Engineering
36520,SeNet,2019,Imaging Science & Photographic Technology
36521,SeNet,2011,Geochemistry & Geophysics
36522,SeNet,2021,Engineering
36523,SeNet,2021,Imaging Science & Photographic Technology
36524,SeNet,2019,Computer Science
36525,SeNet,2022,Mathematical & Computational Biology
36526,SeNet,2022,Neurosciences & Neurology
36527,SeNet,2021,Others
36528,SeNet,2020,Engineering
36529,SeNet,2020,Telecommunications
36530,SeNet,2019,Engineering
36531,SeNet,2021,Computer Science
36532,SeNet,2020,Computer Science
36533,SeNet,2020,Engineering
36534,SeNet,2020,Telecommunications
36535,SeNet,2017,Engineering
36536,SeNet,2021,General & Internal Medicine
36537,SeNet,2018,Computer Science
36538,SeNet,2018,Computer Science
36539,SeNet,2017,Computer Science
36540,SeNet,2018,Computer Science
36541,SeNet,2018,Engineering
36542,SeNet,2018,Imaging Science & Photographic Technology
36543,SeNet,2018,Computer Science
36544,SeNet,2018,Imaging Science & Photographic Technology
36545,SeNet,2019,Computer Science
36546,SeNet,2019,Engineering
36547,SeNet,2019,Operations Research & Management Science
36548,SeNet,2017,Automation & Control Systems
